[2026-01-26 12:09:31,822] 16 root - INFO - Initiating Data Ingestion
[2026-01-26 12:09:34,296] 73 root - INFO - Performed train test split on the Dataframe
[2026-01-26 12:09:34,296] 74 root - INFO - Exited split_data_as_train_test method of Data_Ingestion Class
[2026-01-26 12:09:34,296] 77 root - INFO - Exporting train and test file path
[2026-01-26 12:09:34,338] 80 root - INFO - Exported train and test file path
[2026-01-26 12:09:34,338] 18 root - INFO - Data Ingestion Completed
[2026-01-26 12:09:34,343] 22 root - INFO - Initiating Data Validation
[2026-01-26 12:09:34,385] 34 root - INFO - Required number of columns : 2
[2026-01-26 12:09:34,385] 35 root - INFO - DataFrame has columns : 31
[2026-01-26 12:09:34,386] 34 root - INFO - Required number of columns : 2
[2026-01-26 12:09:34,386] 35 root - INFO - DataFrame has columns : 31
[2026-01-26 12:09:34,494] 24 root - INFO - Data Validation Completed
[2026-01-26 12:09:34,494] 27 root - INFO - data transformation started
[2026-01-26 12:09:34,494] 43 root - INFO - Entered initiate_data_transformation mehtod of dataTransformation class
[2026-01-26 12:09:34,494] 45 root - INFO - Starting data tranformation
[2026-01-26 12:09:34,509] 33 root - INFO - Entered get_data_transformer_object in DataTransformation class
[2026-01-26 12:09:34,509] 36 root - INFO - Initalize KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-01-26 12:09:34,517] 43 root - INFO - Entered the Save Object method of Main Utils Class
[2026-01-26 12:09:34,519] 47 root - INFO - Exited the save_bject method of main Utils class
[2026-01-26 12:09:34,519] 31 root - INFO - data transformation completed
[2026-01-26 12:09:34,519] 32 root - INFO - Model Training Started
