[2026-01-26 12:17:58,958] 16 root - INFO - Initiating Data Ingestion
[2026-01-26 12:18:01,334] 73 root - INFO - Performed train test split on the Dataframe
[2026-01-26 12:18:01,334] 74 root - INFO - Exited split_data_as_train_test method of Data_Ingestion Class
[2026-01-26 12:18:01,335] 77 root - INFO - Exporting train and test file path
[2026-01-26 12:18:01,375] 80 root - INFO - Exported train and test file path
[2026-01-26 12:18:01,375] 18 root - INFO - Data Ingestion Completed
[2026-01-26 12:18:01,380] 22 root - INFO - Initiating Data Validation
[2026-01-26 12:18:01,423] 34 root - INFO - Required number of columns : 2
[2026-01-26 12:18:01,423] 35 root - INFO - DataFrame has columns : 31
[2026-01-26 12:18:01,423] 34 root - INFO - Required number of columns : 2
[2026-01-26 12:18:01,423] 35 root - INFO - DataFrame has columns : 31
[2026-01-26 12:18:01,528] 24 root - INFO - Data Validation Completed
[2026-01-26 12:18:01,528] 27 root - INFO - data transformation started
[2026-01-26 12:18:01,528] 43 root - INFO - Entered initiate_data_transformation mehtod of dataTransformation class
[2026-01-26 12:18:01,528] 45 root - INFO - Starting data tranformation
[2026-01-26 12:18:01,544] 33 root - INFO - Entered get_data_transformer_object in DataTransformation class
[2026-01-26 12:18:01,544] 36 root - INFO - Initalize KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[2026-01-26 12:18:01,553] 43 root - INFO - Entered the Save Object method of Main Utils Class
[2026-01-26 12:18:01,555] 47 root - INFO - Exited the save_bject method of main Utils class
[2026-01-26 12:18:01,556] 31 root - INFO - data transformation completed
[2026-01-26 12:18:01,556] 32 root - INFO - Model Training Started
